Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2016,Male,All carers,All ages,Retired,Number,12524
Carers Aged 15 Years And Over,2016,Male,All carers,All ages,Unable to work due to permanent sickness or disability,Number,3417
Carers Aged 15 Years And Over,2016,Male,All carers,All ages,Other economic status,Number,920
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,All persons aged 15 years and over,Number,4327
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Employer or own account worker,Number,50
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Employee,Number,1063
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Assisting relative,Number,13
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Unemployed looking for first regular job,Number,263
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Unemployed having lost or given up previous job,Number,359
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Student or pupil,Number,2416
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Looking after home/family,Number,59
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Retired,Number,9
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Unable to work due to permanent sickness or disability,Number,52
Carers Aged 15 Years And Over,2016,Male,All carers,15 - 24 years,Other economic status,Number,43
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,All persons aged 15 years and over,Number,21343
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Employer or own account worker,Number,3300
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Employee,Number,12364
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Assisting relative,Number,75
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Unemployed looking for first regular job,Number,228
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Unemployed having lost or given up previous job,Number,2454
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Student or pupil,Number,579
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Looking after home/family,Number,1310
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Retired,Number,44
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Unable to work due to permanent sickness or disability,Number,705
Carers Aged 15 Years And Over,2016,Male,All carers,25 - 44 years,Other economic status,Number,284
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,All persons aged 15 years and over,Number,36979
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Employer or own account worker,Number,8832
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Employee,Number,16164
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Assisting relative,Number,121
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Unemployed looking for first regular job,Number,75
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Unemployed having lost or given up previous job,Number,3658
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Student or pupil,Number,234
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Looking after home/family,Number,2771
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Retired,Number,2249
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Unable to work due to permanent sickness or disability,Number,2338
Carers Aged 15 Years And Over,2016,Male,All carers,45 - 64 years,Other economic status,Number,537
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,All persons aged 15 years and over,Number,12588
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Employer or own account worker,Number,1038
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Employee,Number,503
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Assisting relative,Number,18
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Unemployed having lost or given up previous job,Number,64
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Student or pupil,Number,7
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Looking after home/family,Number,358
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Retired,Number,10222
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Unable to work due to permanent sickness or disability,Number,322
Carers Aged 15 Years And Over,2016,Male,All carers,65 years and over,Other economic status,Number,56
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,33841
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Employer or own account worker,Number,7262
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Employee,Number,16273
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Assisting relative,Number,58
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,224
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,2262
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Student or pupil,Number,2043
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Looking after home/family,Number,505
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Retired,Number,4060
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,1038
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,All ages,Other economic status,Number,116
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,2473
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,31
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Employee,Number,574
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Assisting relative,Number,6
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,109
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,119
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Student or pupil,Number,1601
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,5
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Retired,Number,5
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,16
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,15 - 24 years,Other economic status,Number,7
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,10022
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,1846
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Employee,Number,6478
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Assisting relative,Number,24
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,87
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,830
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Student or pupil,Number,316
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,151
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Retired,Number,18
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,229
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,25 - 44 years,Other economic status,Number,43
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,17442
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,4910
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Employee,Number,8984
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Assisting relative,Number,25
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,28
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,1289
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Student or pupil,Number,126
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,320
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Retired,Number,1009
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,699
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,45 - 64 years,Other economic status,Number,52
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,3904
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Employer or own account worker,Number,475
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Employee,Number,237
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Assisting relative,Number,3
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,24
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Student or pupil,Number,0
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Looking after home/family,Number,29
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Retired,Number,3028
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,94
Carers Aged 15 Years And Over,2016,Male,1-14 hours unpaid help per week,65 years and over,Other economic status,Number,14
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,11650
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Employer or own account worker,Number,2218
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Employee,Number,4656
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Assisting relative,Number,45
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,100
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,1214
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Student or pupil,Number,434
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Looking after home/family,Number,574
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Retired,Number,1725
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,573
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,All ages,Other economic status,Number,111
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,584
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,6
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Employee,Number,151
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Assisting relative,Number,2
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,48
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,65
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Student or pupil,Number,284
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,12
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,7
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,15 - 24 years,Other economic status,Number,9
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,3287
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,529
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Employee,Number,1809
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Assisting relative,Number,10
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,37
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,456
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Student or pupil,Number,104
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,183
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Retired,Number,5
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,125
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,25 - 44 years,Other economic status,Number,29
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,6068
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,1517
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Employee,Number,2613
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Assisting relative,Number,27
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,15
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,685
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Student or pupil,Number,43
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,331
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Retired,Number,360
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,408
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,45 - 64 years,Other economic status,Number,69
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,1711
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Employer or own account worker,Number,166
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Employee,Number,83
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Assisting relative,Number,6
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,8
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Student or pupil,Number,3
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Looking after home/family,Number,48
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Retired,Number,1360
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,33
Carers Aged 15 Years And Over,2016,Male,15-28 hours unpaid help per week,65 years and over,Other economic status,Number,4
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,5883
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Employer or own account worker,Number,1009
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Employee,Number,2326
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Assisting relative,Number,29
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,57
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,598
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Student or pupil,Number,136
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Looking after home/family,Number,514
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Retired,Number,858
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,251
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,All ages,Other economic status,Number,105
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,262
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,5
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Employee,Number,95
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Assisting relative,Number,1
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,24
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,37
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Student or pupil,Number,81
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,8
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,4
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,15 - 24 years,Other economic status,Number,7
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,1762
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,230
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Employee,Number,1012
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Assisting relative,Number,8
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,29
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,215
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Student or pupil,Number,33
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,148
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Retired,Number,5
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,53
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,25 - 44 years,Other economic status,Number,29
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,2981
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,693
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Employee,Number,1177
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Assisting relative,Number,18
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,4
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,337
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Student or pupil,Number,22
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,331
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Retired,Number,158
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,175
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,45 - 64 years,Other economic status,Number,66
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,878
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Employer or own account worker,Number,81
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Employee,Number,42
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Assisting relative,Number,2
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,9
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Student or pupil,Number,0
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Looking after home/family,Number,27
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Retired,Number,695
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,19
Carers Aged 15 Years And Over,2016,Male,29-42 hours unpaid help per week,65 years and over,Other economic status,Number,3
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,All persons aged 15 years and over,Number,13931
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Employer or own account worker,Number,1472
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Employee,Number,3581
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Assisting relative,Number,56
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,61
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,1259
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Student or pupil,Number,197
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Looking after home/family,Number,2239
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Retired,Number,3799
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,814
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,All ages,Other economic status,Number,453
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,276
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,2
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Employee,Number,56
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Assisting relative,Number,3
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,23
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,40
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Student or pupil,Number,113
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Looking after home/family,Number,15
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,11
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,15 - 24 years,Other economic status,Number,13
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,3457
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,363
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Employee,Number,1590
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Assisting relative,Number,17
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,25
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,475
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Student or pupil,Number,63
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Looking after home/family,Number,632
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Retired,Number,5
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,155
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,25 - 44 years,Other economic status,Number,132
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,6359
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,945
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Employee,Number,1865
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Assisting relative,Number,33
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,13
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,733
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Student or pupil,Number,20
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Looking after home/family,Number,1417
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Retired,Number,479
Carers Aged 15 Years And Over,2016,Male,43 or more hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,572
